UserId,Skills,YearsOfExperience,EnglishLevel,UsersPosition
658610,"sql, javascript, node.js, docker, jenkins, devops, react.js, c#, linux, shell, angular, java, react native",10,0,System Analyst / Developer
670892,"web design responsive, 3d design, design user experience, graphic design",1,0,Graphic Designer
680210,"sql, scrum, javascript, spring, json, postgresql, jsp, hibernate, css3, pl/sql, design patterns, marketing, oop, servlets, j2se, agile, java se, spring boot, rest api, jms, microservices, e-commerce, jdbc, apache camel, powerpoint, ajax, java, jquery, git",10,0,Software Engineer Manager / Architect Manager
669685,"unity, spring, c#, java",3,0,Unity 3D Developer
647784,"c for microcontroller, embedded devices, assembly, arm, telecommunication, linux kernel, photovoltaic, embedded systems, wireless embedded systems, firmware development, power generation, hardware integrations, embedded linux, java",15,0,Embedded Systems Engineer
678965,"scrum, swift, agile methodologies, goal oriented, process analysis, business analysis, process improvement, bpmn",4,3,Business Analyst | Process Analyst
644507,"sql, sql server, scrum, javascript, spring, uml, testing, json, jsp, ejb, jpa, node.js, design patterns, junit, servlets, subversion, groovy, jenkins, rest api, jmeter, spring security, microservices, knockoutjs, db2, sybase, mercurial, apache tomcat, jboss drools, linux, php, java, git",16,2,Senior Software Engeneer / Software Architect
640335,"android, tdd, json, agile, rest api, kotlin, unit testing, git flow, android studio, automated testing, java, git",7,3,Senior Android Developer
659485,"android, javascript, unity, xna, node.js, software engineering, iphone development, programming, game development, gamification, unreal engine, game design, image processing, linux, java",6,3,Creative Developer
679024,"tdd, spring, ejb, jpa, web services, software development, react.js, npm, agile methodologies, sql and oracle pl/sql developer, scss, front end, selenium, sybase, websphere application server, salesforce.com, database modeling, bdd - behavior-driven development, yarn, primefaces/richfaces, git flow, automated testing, java",8,0,Software Developer
679611,"javascript, laravel, spring, json, postgresql, hibernate, node.js, windows, rest api, vue.js, mysql, hard-working, ubuntu server, postman, linux, dart, backend development, relational database, angular, php, java, aws, linux servers",5,3,Software Engineer
654697,"android, sql server, html5, json, css3, node.js, xml, cordova, ionic framework, rest api, team leadership, my sql, typescript, natural, team management, sql development, cron, agile and kanban process, linux, angular, java, jquery, git, apple management, apple store management, play store management",17,3,Mobile Developer
645962,"jenkins, rest api, jmeter, quality assurance, selenium, cucumber, c#, nunit, java",8,0,QA Automation Especialist
665298,"scrum, spring, hibernate, mongodb, oracle db, spring boot, rest api, gradle, spring cloud, netflix oss, java, aws",3,4,Java Developer
637113,"sql, sql server, scrum, javascript, spring, jsf, hibernate, mongodb, maven, software development, oracle db, agile methodologies, rest api, elasticsearch, cassandra, ionic2, reactivex (rxjava, rxphp, rxswift), netflix oss, linux, angular, java, git",8,3,Back-End Developer. Certified Java Programmer.
680714,"sql, javascript, python, html5, css3, node.js",6,4,Software Developer and UI/UX Designer
666752,"sql, javascript, postgresql, ansible, vue.js, my sql, go lang, elasticsearch, php, aws",11,1,"Fullstack Web Developer, Team Lead."
650012,"sql server, scrum, javascript, english, html5, bootstrap, json, css3, sass, ux, npm, oracle db, vue.js, spanish, c#, linux, photoshop, angular, java, jquery, git, french",11,3,FullStack Developer
652670,"sql server, javascript, python, react.js, ASP.Net MVC, c#, sql server integration server, .net",12,2,An ambitious and career conscious person.
680143,"javascript, node.js, react.js, redux, c#",1,0,JavaScript Engineer
656640,"android, sql server, javascript, html5, css3, visual studio, jenkins, react.js, express.js, knockoutjs, rabbit mq, c#, electron.js, java, .net, react native",5,3,Software developer
666083,"jenkins, devops, oracle db, rest api, microservices, ionic2, linux, angular, java, circle ci",12,2,Developer / DBA / Bi Analyst / CI & CD Specialist
670681,"sql, javascript, python, spring, c, css3, data analysis, my sql, machine learning, c#, image processing, data structures, php, java, git",7,3,Software Engineer | Machine Learning Experience
660034,"android, python, c++, web development, visual basic, software engineering, web design responsive, software developer, maya autodesk, network programming, network administration, unity3d - basic, android studio, network engineering, php, java",8,0,Software Developer
644727,"switchs layer 2 and 3, firewall, network security, unix, team leadership, vulnerability management, security operations, wireless, ccna, ccnp, tcp/ip, ids/ips, pki, management, project lead, it management, management of networks, information security, vulnerability assessment, ceh, it operations, it strategy, routers, unix system administration, wireshark, network security: wireshark, burpsuit, linux, voip, tcpdump",19,0,Technical Leader
681441,english,8,2,Computer Engineer
667425,"sql server, microsoft office, active directory, windows server, excel, itil, docker, ansible, vagrant, dns, dhcp, mac os, vmware, zabbix, microsoft exchange, itil v3 foundation, tcp/ip, administrator network, it infrastructure, hyper-v, backup tools, ms project, pci-dss, iss, backup systems, it operations, it outsourcing, it project management, it governance, wsus, reports, cisco routers, cisco switches, lan/wan, it budget management, fast learning, linux, adaptability, git",12,0,IT Support Analyst
663596,"android, sql, swift, ios, play framework, react.js, kotlin, c#, java, aws",5,0,Mobile Developer
676984,"engineer, autocad, solid edge, solidworks, process analysis, industrial design, quality control, project coordination",17,2,M.Sc. Mechanical Engineer
662405,leadership,3,0,Ascot  hybrid power unit / solar system expert
635414,"web development, seo, ux, wireframe, sketch, analytics, digital marketing, user experience, user interface, information architecture, design thinking, e-commerce, mobile devices, online advertising, interaction design, axure, visual design, card sorting, usability testing, mobile design, lean startup, experience design, service design, digital strategy, business strategy, photoshop",3,3,Sr. UX Designer & Researcher
678141,"sql, javascript, html5, bootstrap, node.js, oop, react.js, express.js, hapi.js, ethereum, blockchain technologies, material ui, redux, sequelize, angular, jquery, react native, solidity",4,4,Software Developer
649740,"android, scrum, javascript, spring, html5, json, hibernate, ejb, swift, ios, junit, maven, objective-c, spring boot, titanium, eclipse, java, git",6,0,Software Engineer
659420,"javascript, spring, wcf, html, css, less, oop, react.js, vue.js, ASP.Net MVC, c#, ASP.Net Core, tsql, three.js, ood, angular, java, aws, .net, .net core",9,3,Fullstack Software Developer
681769,"javascript, python, wordpress, codeigniter, mailchimp, django - beginner, symphony, landing page, php",11,0,Software PHP Development
679245,"sql, python, postgresql, analytics, r programming, rstudio",7,0,Economics &Data base Administrator
645758,"autocad, computer maintenance",5,0,Civil engineer
677670,"android, python, c++, product management, training & mentoring, java",4,3,"Software Developer,  Andela "
669784,"sql, sql server, javascript, jsp, xml, oop, jenkins, unix, oracle db, databases, Big Data, hadoop, vpn, mapreduce, operating systems, information technology, rds, dynamo db, hive, aws redshift, hbase, sqoop, aws emr, requirements analysis, java, aws",5,0,Big Data/ AWS developer
678598,"html5, postgresql, css3, node.js, mongodb, github, react.js, heroku, redux, react native",3,0,Software Engineer
655642,"sql server, web services, bitcoin, blockchain technologies, ionic2, c#, angular",3,0,software engineer
674496,"ccna, ids/ips, malware analysis, ceh, checkpoint, wireshark, ccna security, snort",5,0,Security analyst
673936,"zbrush, after effects, word, excel, adobe indesign, 3d studio max, ilustrator, powerpoint, ability to meet deadlines., easy learning, initiative, working in groups, photoshop",4,0,Designer imterested in learn BackEnd development
644340,"sql server, weblogic, c++, web services, unix, oracle db, pmbok, shell script, provisioning, telecom networks, linux, backend development, network protocols, online charging, 3g, 4g service, java",19,3,Telecom software development
640060,"android, javascript, html5, swift, ios, css3, objective-c, ux, rest api, xamarin, windows phone, gcd, uikit, c#, coredata, git",7,0,Mobile Developer
670875,"scrum, ux, sketch, invision, user experience, mobile applications, photoshop, design mobile",0,0,Designer
654981,"sql server, scrum, javascript, html5, css3, node.js, less / sass, svn, react.js, knockoutjs, entity framework, redux, c#, jasmine framework, jquery, git, react native, jest",9,3,Full Stack Developer
635334,"tdd, sql server, web api, oracle db, entity framework, c#, ASP.Net Core, nunit, angular, jquery, .net",11,3,Currently using .Net with angular 5
635106,"sql server, delphi, c#, .net",11,2,Software developer
669337,"sql server, javascript, python, html5, sql server - intermediate, c#, tsql, java",7,0,Software Engineer
675370,"sql, python, c++, soap, design patterns, j2ee, web services, software development, programming, soa, rest api, problem solving, software architecture, innovation, requirements analysis, agile & waterfall methodologies, oops, java",20,0,Senior Principal Applications Engineer
662626,"sql, javascript, python, c++, asp, react.js, c#, java, .net",8,3,Challenge-driven developer
676607,"javascript, wordpress, html5, css3, agile, react.js, vue.js, drupal, bemcss, git",3,0,Front End Developer in Web Applications
679083,"ruby on rails, scrum, postgresql, react.js, my sql, sidekiq, structs, angular, java, git",5,2,FullStack
666846,"postgresql, branding, node.js, mongodb, digital, adobe illustrator, less / sass, grails, prototype, 3d studio max html5, front end, archlinux, it operations, budgetary management, ipython, d3.js, photoshop, database acces, 3d builder, angular, jquery",3,0,Never underestimate the true you
642144,"sql, json, css, rest api, c#, angular, java",8,0,Front-end developer
671311,"sql server, javascript, python, laravel, html5, postgresql, node.js, docker, magento, symphony, phalcon, php, aws",8,0,Systems Analyst and Developer
656086,"ddd, javascript, laravel, postgresql, web development, yii, symphony, unit testing, php",6,0,Senior PHP Developer
679355,"javascript, laravel, mvc, vue.js, c#, ASP.Net Core, php, jquery",2,3,Software Developer
660494,"web development, hybrid app, database administration, angular",2,0,Software Developer
670196,"helpdesk, itil, dns, dhcp, firewall, virtualization, cobit, esxi vmware vsphere, citrix, symantec antispam, ariba cloud integration, exchange server multi-tenant, mind mapping, archlinux, telecommunication, it operations, budgetary management, dfs, structured cabling, conversion rate optimization, checkpoint, contracts analysis, training & mentoring",19,3,Operations Coordinator
668372,"ruby on rails, bootstrap, postgresql, mongodb, docker, react.js, memcached, subversion (tortoisesvn), redis, elasticsearch, redux, aerospike, ajax, jquery, aws",6,0,Software Developer
638162,"sql, javascript, python, html, bootstrap, css, node.js, windows, github, virtualization, data science, mysql, cloud computing, machine learning, embedded systems, ajax, linux, php, git",2,0,Programmer
659726,"android, sql, python, c++, html, postgresql, hibernate, ios, mongodb, xml, lamp, firewall, vmware, spring boot, mysql, nosql, routers, intellij, vmware administration, signal processing, cisco routers, vaadin, linux, dart, voip, qt (c/c++), eclipse, php, java",6,4,Software Developer
639152,"javascript, html, node.js, react.js, front end, graphql, jquery, react native",8,2,Front-End developer
675946,"android, sql server, json, jsf, hibernate, digital, firebase, telecommunication, cisco certified networking associate, android api, retrofit, computer maintenance, django rest, credit recovery, training & mentoring, .net",5,0,Software/Mobile App developer
641744,"python, mongodb, rest api, django, flask, pyramid, angular",6,0,Python Software Enginner
649372,"azure, devops, analytics, Big Data, storage, architecture, security+, it governance, aws emr, java, aws",9,2,DevOps  Cloud Engineering
638494,"ruby on rails, html5, node.js, sass, react.js, stylus, webpack, test-driven development (tdd), build automation, ecmascript, angular, php",10,3,Frontend Developer / Frontend Engineer
669456,"javascript, python, html5, bootstrap, web development, sass, ux, react.js, databases, django, front end, semantic ui, backend development",3,3,Frontend Web Developer
655687,"javascript, spring, bootstrap, postgresql, jsf, hibernate, jpa, pl/sql, node.js, jboss, spring mvc, junit, tomcat, maven, jenkins, react.js, oracle db, spring boot, rest api, my sql, selenium, sqlite, cvs, jhipster, phantomjs, angular, java, git",11,1,Full Stack Developer
664560,"sql, sql server, scrum, javascript, python, uml, postgresql, xml, asp, itil, svn, react.js, oracle db, microstrategy, operating systems, linux, angular, php, java, git",5,0,Front-End Developer
664129,"android, ruby on rails, sql server, javascript, spring, postgresql, jsp, node.js, data modeling and systems analysis, mongodb, xml, adobe illustrator, scala, docker, jenkins, devops, 3d studio max html5, react.js, spring boot, sql and oracle pl/sql developer, vue.js, mysql, continuous integration, elasticsearch, archlinux, java server pages, continuos deployment, bemcss, teaching, payments, ASP.Net Core, spring cloud, kubernetes, claims, vaadin, database administration, eclipse, angular, php, java, aws, .net, angularjs",6,4,Senior Software Developer
680705,"swift, ios, objective-c, agile, rest api, continuous integration, xcode, algorithms, memory management, data structures, multithreading",3,3,IOS Developer
653337,"sql, scrum, javascript, spring, weblogic, uml, jsp, hibernate, ejb, jpa, xml, analysis, jboss, j2ee, apache, tomcat, jboss application server, web services, struts, software development, agile, unix, oracle db, soa, databases, pmbok, agile methodologies, database design, db2, architecture, ibm websphere, websphere application server, rup, linux, eclipse, java",0,3,Java Specialist
669303,"ruby on rails, javascript, html, postgresql, github, react.js, continuous integration, shopify, spree commerce, automated testing, jquery, ruby",4,4,Ruby on Rails Developer
679900,"social media, digital marketing, social media coordinator, creative strategy, digital marketing strategies, customer success, business management, sales and client relationship, sales and client focus, creative planning, sales strategy",5,3,Marketing Manager
678608,"sql server, javascript, html5, bootstrap, css3, asp, sharepoint, microsoft sharepoint, ASP.Net MVC, powershell, ASP.Net Core, asp.net ajax control toolkit, jquery, .net",15,3,Sharepoint Specialist
677107,"javascript, html, css, ux, responsive development, jquery, git",8,3,"Web developer, Front end developer"
666435,"sql server, javascript, visual studio, jenkins, react.js, tfs, selenium, gitlab, db2, redux, c#, mvc 4 & 5, intellij, tdd - intermediate, jquery",11,0,FullStack Developer
652654,"sql, sql server, javascript, uml, c#, rup, angular, php, jquery",8,0,Systems Analyst/Developer
642952,"android, spring, html5, swift, mongodb, design patterns, less, sass, react.js, kanban, oracle db, backbone.js, spring boot, nginx, vue.js, spring data, microservices, front end, rabbit mq, webpack, reactivex (rxjava, rxphp, rxswift), redux, reactor, apache kafka, test-driven development (tdd), oriented object, backend development, apache spark, angular, java, aws",5,0,Sr.  Full Stack Developer
638111,"sql server, javascript, jsp, delphi, 3d studio max html5, oracle application-plsql, statistics, data warehouse, front end, microsoft sharepoint, qa director certified, architecture, estimation, coding and modularization, offshore, solaris, cisco certified networking associate, corporate finance, it operations, adobe marketing cloud, salesforce.com, afnetworking, dotnetnuke, intranet, computer maintenance, 5 sap implementations, claims, nprinting, oracle retail, backend development, database acces, 3d builder, training & mentoring, chrome extensions, technical recruitment, .net",17,0,10 years experienced Oracle PLSQL Project Manager
641253,"ruby on rails, javascript, uml, html5, postgresql, jsf, hibernate, jpa, css3, node.js, mongodb, subversion, groovy, grails, unix, react.js, oracle db, nosql, java, git, aws",8,0,Software Engineer
680583,"android, javascript, prototype, educational instructor, telecommunication, security solutions, php",4,4,Mobile/Web Developer
675107,"ruby on rails, postgresql, mongodb, react.js, databases, backbone.js, nginx, redis, api, facebook graph api, rspec, capybara, cucumber, sidekiq, resque, haml, google api's, twitter api, ajax, slim, jquery, aws",5,3,Senior Ruby On Rails Developer
636146,"android, wordpress, microsoft office, crm, design patterns, excel, seo, adobe illustrator, adobe indesign, ux, digital marketing, apple imac, design thinking, digital protect brand, e-commerce, endomarketing, layout, layout design, photoshop, project management",6,4,Design & Marketing
665925,"sql, c, c++, microsoft office, postgresql, itil, software development, software engineering, unix, team leadership, management, microsoft excel, it service management, linux, java",7,2,"Electrical Engineer, Brazilian/Italian Citizen"
673822,"sql server, javascript, spring, html5, postgresql, css3, node.js, windows and linux servers, oracle db, my sql, linux, linux debian, java",11,0,IT Manager
666795,"sql, javascript, node.js, software development, groovy, docker, gradle, ant, maven knowledge, shell script, open source, es6, travis ci, java platform, java, git",16,3,Software engineer
653514,"python, node.js, sass, oracle db, java",9,0,Software Developer Engineer
668689,"laravel, node.js, docker, vue.js, my sql, microservices, redis, kubernetes, linux, angular, php",7,0,Software Engineer
675145,"sql, javascript, python, c, c++, nhibernate, asp, oracle db, ASP.Net MVC, knockoutjs, entity framework, wsdl, c#, ASP.Net Core, oriented object, asp.net ajax control toolkit, angular, jquery, .net",9,0,DEVELOPER ANALYST SR
655369,"sql server, javascript, json, branding, crm, asp, 3d studio max html5, backbone.js, computer engineer, microsoft sharepoint, ASP.Net MVC, qa director certified, b2c, b2b, xsl, exchange server multi-tenant, mcsd, pmo specialist, mcse, continuos deployment, telecommunication, informatica power center, bemcss, corporate finance, android api, adobe marketing cloud, xslt, powercenter, afnetworking, intranet, ability to meet deadlines., appdynamics, healthcare, 5 sap implementations, ajax, asp.net ajax control toolkit, oracle retail, aspose reports, training & mentoring, .net",23,0,"Full Stack Developer (.Net, SharePoint, CRM & EAI)"
634751,"html5, css3, my sql, sap fiori, abap, sap pp, sap pm, sap abap developer certified, php, git",9,0,Systems Analyst and Developer
644955,"sql, ruby on rails, javascript, python, pl/sql, c#, java",11,3,Thoughtful Software Engineer
656088,"devops, unix, my sql, System Administration, php",7,3,IT Pro
676399,"scrum, javascript, html, css, scss, typescript, ionic2, angular, git",5,0,Front-en developer
666252,"javascript, python, react.js, tensorflow, angular, react native",8,3,Software Engineer
653753,"android, javascript, xml, jira, mvvm, kotlin, mvp, git flow, java, git, react native",4,4,Android Developer
655505,"sql, javascript, web development, xml, web services, software development, react.js, redux, symphony, es6, web applications, php, jquery",8,3,Full Stack Developer 
671051,"sql, ruby on rails, scrum, javascript, wordpress, kaizen, html, bootstrap, postgresql, web development, css, node.js, mongodb, seo, socket.io, agile, ionic framework, react.js, gulp, kanban, rest api, vue.js, mysql, leadership, express.js, firebase, management, api, webpack, iot, w3c, redux, saas, adonis.js, lead developer, ajax, graphql, angular, php, jquery, git, aws, react native",11,3,Full Stack Developer
673095,"tdd, scrum, javascript, python, weblogic, jsf, ejb, jpa, pl/sql, junit, maven, react.js, oracle db, rest api, jms, tfs, xp programming, wildfly, test case, c#, ci/cd automation, java",10,0,Software Engineer
671030,"postgresql, delphi, oracle db, bitcoin, blockchain technologies, linux",22,0,"Developer. Databases PostgreSQL, Firebird, Oracle"
659170,"active directory, data center, network infrastructure, operating systems, server administration, network administration, System Administration, hardware security",14,0,Network and Systems Administrator
664854,"engineer, leadership, project management professional, customer management, product management, project planning, scope management, time-management and team work skills., customer contracts analysis, agile & waterfall methodologies, business development, budgeting, project management",10,3,"Project Manager, Technology  Defense and Aerospace"
681220,"autocad, 3d studio max, computer engineer, google adwords, architecture, estimation, training & mentoring",5,0,Civil engineer 
679236,"javascript, spring, json, postgresql, jsf, jsp, hibernate, jpa, mongodb, design patterns, bitbucket, junit, tomcat, jboss application server, web services, servlets, maven, struts, software development, docker, agile methodologies, microsoft word, microservices, jdbc, redis, ant, management, apache camel, mockito, microsoft excel, jasper reports, gradle, apache cxf, swing, freemarker, web applications, eclipse, java, git",9,0,Java/JEE Professional with 8+ years of  experience
642999,"tdd, scrum, python, spring, bootstrap, jsf, hibernate, ireport, gwt, actionscript 3, junit, maven, groovy, grails, rest api, selenium, google app engine, jasper reports, adobe flex, jsp and servlets, angular, java, jquery",12,0,Software Engineer
679347,"javascript, html, css, node.js, mongodb, docker, react.js, trello, mysql, innovation, market research, communication, documentation, kubernetes, google cloud",2,3,Full stack web Developer
681600,"tdd, scrum, javascript, spring, hibernate, design patterns, agile, kanban, scrum master certified, java",14,3,Software Developer | Backend | Agile | Kanban
668247,"javascript, codeigniter, c#, php, java",4,0,Programmer
647529,"scrum, javascript, html5, bootstrap, json, node.js, less, visual studio, sass, agile, docker, jira, ux, ui, react.js, kanban, rest api, continuous integration, adobe creative suite softwares, express.js, api, stylus, webpack, mochajs, redux, es6, babeljs, ajax, linux, git flow, jquery, react native",6,4,Passionate Front End Developer
663181,"tdd, azure, sql, sql server, scrum, javascript, mvc, wcf, html, bootstrap, css, agile development methodology, node.js, google analytics, twitter bootstrap, visual studio, gulp/grunt, github, bitbucket, svn, web services, software development, agile, web api, jira, web design responsive, web forms, gulp, kanban, single-­page applications, web standards, databases, agile methodologies, trello, rest api, scss, vue.js, software developer, mysql, front end, tfs, selenium, typescript, gitlab, knockoutjs, accessibility, api, integration services, microsoft dynamics, webpack, telerik, lambda expressions, ionic2, activemq, entity framework, sql server management studio, oauth2, redux, c#, visual studio code, es6, mvc 4 & 5, ASP.Net Core, material design, object oriented design, git repository, es7, sso, scaffolding, sql query, agile and kanban process, auth0, ajax, mvc - advanced, asp.net ajax control toolkit, oops, angular, automated testing, jquery, git, aws, .net, stripe, javascr, flex api, mysql, ms sql, axe tool, wave tool, ngrx store, asana",6,3,Senior Software Engineer
676321,"tdd, html5, css3, node.js, mongodb, docker, react.js, nginx, vue.js, typescript, sqlite, webpack, ionic2, redux, react native",6,0,Full Stack developer (focus on Frontend)
675436,"android, xml, front end, coding and modularization, healthcare, computer maintenance",3,0,Android Developer
653189,"sql server, python, web development, node.js, mongodb, my sql, mapreduce, c#, pig, hive, java, react native",18,0,Program Analyst
658441,"windows, windows and linux servers, network infrastructure, linux servers administration, network administration, linux debian",11,0, IT Analyst
671908,"python, node.js, ansible, network, storage, chef, aix, linux, aws",14,3,Cloud and DevOps Engineer
642476,"sql server, oracle db, sql and oracle pl/sql developer, itil foundation certified, dba, java",10,0,Support Analyst
674818,"sql, wordpress, c, c++, html5, css3, arduino, microchip pic, ASP.Net MVC, opencv, matlab, assembly, electronics engineering, c#, access, photoshop, protheus, altium design, .net",3,0,"Engineer of Control and Automation, Msc."
650596,"scrum, english, research, seo, agile, ux, prototype, a/b tests, user flows, user stories, data analysis, kanban, user experience, quality assurance, copywriting, marketing communications, marketing analytics, product design, adobe xd, coaching, product owner, user research, backlog management, test design, photoshop",6,3,"UX Research, UX Designer, Agile enthusiast"
669970,"scrum, javascript, html5, bootstrap, node.js, mongodb, bitbucket, ionic framework, docker, kanban, rest api, nginx, express.js, test automation, mongoose, koajs, ec2, angular, git, aws, fastify",2,0,Software Engineer
651879,"scrum, unity, c++, web development, software engineering, agile, react.js, unreal engine, unreal engine blue print, system analysis, c#, project management, java, git, .net, react native",2,2,Scrum Master / Game Developer
677915,"ruby on rails, python, windows server, iso 27001, windows, xml, itil, apache, dns, firewall, network security, unix, xen, vmware, virtualization, nagios, tcp/ip, vpn, cloud computing, elasticsearch, perl, computer forensics, computer security, red hat, freebsd, operating systems, high availability, ldap, ssl, ssh, checkpoint, network administration, linux, System Administration, php",23,2,Developer
653894,"delphi, mongodb, asp, apache, 3d studio max html5, data integration - enterprise, hadoop, e-commerce, workflow, redis, abap, ariba cloud integration, nosql, rfp, erwin, rfid, apache tomcat, ipython, carrier ethernet, intranet, 5 sap implementations, php",16,0,Technical Lead
660219,"javascript, json, node.js, react.js, redux, c#, jquery, .net",11,2,Software Developer
667393,"security operations, security+, service desk, it service management",3,3,cyber security
681570,"python, c++, design patterns, matlab, tcl, uvm, fpga, vhdl, verilog, systemc, verification, scripting, modeling, system verilog, linux",8,0,"Digital IC modelling, verification and scripting"
681221,"javascript, html5, css3, react.js, ember.js, vue.js, php",0,4,FullStack  Developer
663157,"python, microsoft office, html, css, security awareness program, itil foundation certified",0,0,--
671335,"sql, laravel, uml, bootstrap, codeigniter, react.js, my sql, api, google api's, linux, php, jquery",3,3,Software Developer
664261,"scala, java",5,2,Java Developer
646423,"autocad, 3d studio max, autodesk 3ds max, computer engineer, workflow, google adwords, architecture, exchange server multi-tenant, it operations, conversion rate optimization, managing budgets, fujitsu eternus storage, budgeting, photoshop, training & mentoring",5,0,EXECUTIVE MANAGEMENT / BUSINESS DEVELOPMENT
669045,"salesforce.com, apex developer",6,3,Application Developer Sr. Analyst
666832,"javascript, python, swift, node.js, express.js, php, java",7,4,Lead Dev / Mobile & Web Developer
673056,"uml, delphi, oracle db, my sql, system analysis",15,2,Systems Analyst
666773,"laravel, html, web development, web api, spring boot, c#, xamarin forms, linux, php, java, aws, .net",2,3,Full Stack Software Engineer
648817,"javascript, sql and oracle pl/sql developer, abap, etl, java, sap, jd edwards, pl sql",14,3,Lead Software Development Engineer
655076,"wordpress, bootstrap, node.js, digital, less / sass, docker, jira, 3d studio max html5, vue.js, django, front end, microsoft outlook, workflow, selenium, qa director certified, ariba cloud integration, mba, architecture, usability testing, cucumber, webpack, continuos deployment, bemcss, cisco certified networking associate, android api, algorithms, oracle soa suite, ipython, conversion rate optimization, d3.js, cms, computer maintenance, django rest, angular, jquery",8,0,Front End Developer / DevOps
637633,"pmi, windows server, ux, itil v3 foundation, computer network, tcp/ip, vpn, cloud computing, iso 9001, routers, network administration, project management",11,0,IT Analyst / IT Project Manager
679841,"javascript, zend framework, spring, node.js, knockoutjs, Magento Developer, php, java, jquery, react native",2,0,Software Developer
675917,"sql, javascript, html5, hibernate, css3, spring mvc, j2ee, tomcat server, db2, websphere application server, jsp and servlets, angular, java, git",4,0,App Integ & Middleware Solutions Spec
666038,"swift, ios, xamarin, xcode, c#, angular, .net",12,3,Senior Software Engineer
634889,"scrum, pmi, crm, erp, software development, agile methodologies, bpm, team leadership, e-commerce, leadership, it infrastructure, esb, it management, product management, mobile applications, it operations, program management, intranet, extranet, network administration, web applications, it budget management, vas, middleware, project management",21,3,IT Manager / Coordinator
640467,"ruby on rails, javascript",7,0,Ruby on Rails Developer
681774,"c, assembly, embedded systems, linux",5,0,Embedded Software Developer
655794,"sql, javascript, uml, erp, marketing, software engineering, ux, prototype, data analysis, vb6, oracle db, agile methodologies, agile project management, user experience, team leadership, design thinking, problem solving, e-commerce, reporting, leadership, vba, product launch: planning and execution, management, strategic planning, marketing strategy, solutions architecture, product design, customer management, startups, business analysis, change management, compliance, customer experience, product management, lean startup, production support, business process, product owner, c#, bdd - behavior-driven development, requirements engineer, analitical mind, requirements analysis, rup, web applications, sdlc practices, customer relationship, lean mindset, bpm, design user experience, java",14,4,I design and manage for human behavior.
671007,"scrum, javascript, python, software development, docker, devops, team leadership, linux, php, aws",15,3,Senior Software Developer w/ leadership abilities
641617,"ux, user experience, design thinking, innovation, product design, product management, product owner, user research",14,0,UX designer and Researcher
668890,"python, mongodb, agile, my sql, perl",6,0,Backend Developer with experience in Perl and Pyth
656369,"google adwords, it governance, multi-sensor fusion",6,0,"PhD in Genetics, Plant Breeding and Biotechnology"
658817,"javascript, html5, css3, node.js, c#, ASP.Net Core, angular, .net",9,0,JR Automação Comercial
665286,"ruby on rails, python, windows server, pfsense, zabbix, shell script, backup tools, linux servers administration, linux, snmp, wmi, nagios, zabbix",4,2,Technology Information Analyst
670256,"jcl, cics, ims, db2, cobol, vsam",9,0,Mainframe developer
641080,"javascript, c, c++, software development, software engineering, unix, tcp/ip, mobile devices, embedded software, linux, java",24,0,Software Engineering 
660239,"sql, sql server, scrum, javascript, english, mvc, html5, css3, visual basic, oop, visual studio, web api, portuguese, ASP.Net MVC, spanish, sql development, c#, asp.net ajax control toolkit, angular, jquery, .net, french",11,3,Software Engineer
663232,"computer operator and truck driver, computer operator and truck driver, computer operator and truck driver, computer operator and truck driver",5,0,Auto mechanical engineer
680005,"microsoft office, business administration, finacial management, team leadership, leadership, management, strategic planning, cost control, teamwork oriented, sap",15,0,Business Manager
671161,"spring, jsf, ejb, node.js, mongodb, docker, jenkins, oracle db, spring boot, gradle, ant, maven knowledge, spring data, cassandra, functional specifications, apache camel, rabbit mq, apache cxf, kafka, spring amqp, spring cloud, netflix oss, kubernetes, java platform, kong, java, aws",6,0,Sênior Software Engineer
675356,"azure, sql server, scrum, wcf, css3, visual studio, github, web api, sharepoint, rest api, tfs, typescript, german, office 365, powershell, project lead, code review, nintex, c#, visual studio code, linq, requirement gathering, waterfall methodology, requirements analysis, vsts, ajax, asp.net ajax control toolkit, angular, jquery, metalogix, ms flow, sharepoint 2013, sharepoint 2016, rabbitmq, requirement analysis, deployment",11,3,SharePoint / .Net Specialist
604171,"active directory, microsoft servers, microsoft exchange, team leadership, itil v3 foundation, data center, team management, troubleshooting, support analyst, it service management, incident management, problem management, windows administration",28,0,It Infrastructure Support 
657330,"scrum, java sdk 1.5 1.6 1.7 and 1.8, html, json, postgresql, jsf, hibernate, jpa, soap, node.js, web services, ionic framework, spring boot, rest api, openlayers, oauth2, apache cxf, angular, java",8,0,Senior Software Engineer
655828,"apache, vmware, linux sysadmin, shell script, red hat, aix, hp-ux, solaris, linux servers administration, vmware administration, network engineering, System Administration, aws, aws solution architect",5,3,Aws and Linux Administrator
635962,"c++, c for microcontroller, embedded software, embedded systems, embedded linux, git",12,3,Transforming dreams in code
670946,"sql, postgresql, data modeling and systems analysis, data integration - enterprise, database design, etl, database modeling, database tuning, database administration",6,0,Systems Analyst
641456,"android, sql, scrum, javascript, uml, html5, css3, soap, node.js, phonegap, svn, web services, agile, rest api, apache cordova, salesforce.com, apex, java, git",6,0,Salesforce and Mobile Developer
668680,test automation,11,0,Quality Consultant
