UserId,Skills,YearsOfExperience,EnglishLevel
664524,"sql, sql server, javascript, html, mongodb, web api, entity framework, ado.net, c#, ASP.Net Core, bootstrap - basic, angular, .net, .net core",5,3
663816,"after effects, sketch, a/b tests, user flows, ilustrator, adobe xd, balsamiq mockups, cinema 4d, photoshop",4,0
641349,"sql, ruby on rails, sql server, javascript, uml, java sdk 1.5 1.6 1.7 and 1.8, hibernate 3 and 4, html5, postgresql, css3, node.js, github, react.js, oracle db, spring boot, sql and oracle pl/sql developer, shell script, java, git",9,0
638520,"sql, test planning and test script, integration services, system analysis, quality center, deploy, test case, transformati, requirements analysis",20,0
667625,"team leadership, it operations, scrum fundamentals certified credential, project management, training & mentoring",13,3
637467,"problem solving, management, cloud computing, project management professional, relationship management, project management",9,4
639063,"javascript, mvc, delphi, windows, web api, oracle db, typescript, vba, entity framework, c#, linux, backend development, angular",10,0
663565,"windows server, windows, dhcp, virtualization, sonicwall, desktop applications",13,0
639248,"javascript, python, c, c++, postgresql, my sql, perl, freebsd, asterisk, c#, linux, php",14,0
655932,"postgresql, qlikview, bi architecture, qlikview system administrator, c#, pentaho data integration, requirements engineer, relational database",8,3
638635,"javascript, wordpress, mvc, html5, bootstrap, ux, react.js, selenium, php",6,0
638710,"ruby on rails, sql server, javascript, html5, my sql, c#, jquery, .net",9,0
663170,"android, hibernate, rest api, java",3,0
656388,"sql, sql server, scrum, javascript, uml, html, css, visual studio, agile, tfs, typescript, sencha (extjs), c#, unit testing, angular, jquery, .net",9,3
657940,"kaizen, excel, problem solving, leadership, visio, human centered design, powerpoint, sap",16,3
670596,"jsf, hibernate, ejb, jpa, mongodb, primefaces framework, spring boot, nosql, coding and modularization, wildfly, kotlin, angular",11,4
667073,"android, javascript, swift, ios, objective-c, jenkins, firebase, xcode, alamofire, android studio, react native, fastlane",9,2
533501,"javascript, html5, bootstrap, css3, phonegap, gulp/grunt, github, ionic framework, ux, react.js, vue.js, ilustrator, typescript, firebase, webpack, redux, es6, photoshop, angular, react native",8,0
671099,"javascript, node.js, java platform, project management, angular, php",7,0
672883,"android, azure, sql, python, laravel, html5, bootstrap, css3, windows server, node.js, windows, lamp, ui, react.js, object orientation, premiere pro cc, ec2, linux, tensorflow, php, java, git, aws, react native",2,2
678075,"android, sql server, wordpress, laravel, postgresql, delphi, node.js, digital, asp, less / sass, phonegap, grails, 3d studio max html5, memcached, data integration - enterprise, xamarin, front end, computer engineer, redis, theorical knowledge in hadoop ecosystem, educational instructor, lua, telecommunication, bemcss, android api, adobe marketing cloud, redux, ipython, cummins engines, mel scripting, django rest, asp.net ajax control toolkit, database acces, jquery, .net",16,3
604229,"digital, telecommunication, php",5,0
681010,"sql server, html, css, delphi, tfs, vba, c#, visual fox pro, jquery, git, .net, asp.net mvc, asp.net webforms",20,3
641504,"ruby on rails, javascript, python, html5, css3, vagrant, react.js, chef, machine learning, unit testing, php, java",6,3
648517,"sql, ruby on rails, scrum, python, c++, swift, arduino, software engineering, objective-c, matlab, vhdl, quartus, linux, protheus",5,0
641192,"agile, pmbok, agile methodologies, agile project management, risk management, project management professional, change management, project planning, portfolio management, program management, agile & waterfall methodologies, csm, project coordination, project management",11,0
646166,"wordpress, bootstrap, prototype, 3d studio max html5, front end, computer engineer, adobe dreamweaver, ariba cloud integration, semantic ui, archlinux, coding and modularization, bemcss, adobe marketing cloud, balsamiq mockups, 3d builder, angular, jquery",9,3
642816,"android, shell script, linux servers administration, linux, php, java",6,0
640970,"android, unity, spring, ios, automation, node.js, mongodb, tomcat, web services, oracle db, jee, agile methodologies, rest api, quality assurance, ilustrator, my sql, unreal engine, blender 3d, heroku, performance and tuning, jetty, solr, c#, test-driven development (tdd), substance painter, hybris, photoshop, angular, java, git, aws",18,0
674715,"android, javascript, software engineering, software developer, mobile development, opencv, algorithms, mobile application development, java, computer vision",8,3
672553,"javascript, laravel, postgresql, node.js, objective-c, ionic framework, oracle db, vue.js, my sql, angular, php, java, react native",14,2
674191,"python, postgresql, mongodb, agile, docker, ansible, cassandra, machine learning, matlab, apache zeppelin, pandas, kubernetes, linux, aws, terraform",3,0
644021,"javascript, spring, node.js, mongodb, scala, maven, docker, bash script, devops, agile methodologies, sql and oracle pl/sql developer, jms, microservices, software architecture, continuous integration, typescript, gradle, kafka, continuous delivery, linux, angular, java, git, aws",17,3
635272,"sql server, javascript, bootstrap, css3, node.js, materialize, mongodb, my sql, php",10,0
649927,"spring, agile development methodology, mongodb, visual studio, jira, oracle db, spring boot, sql server - intermediate, consulting, intellij, java, git, rabbitmq, java8, pcf",8,3
677791,"javascript, node.js, mongodb, docker, react.js, databases, django, front end, architecture, webpack, continuos deployment, bemcss, mongoose, 70-461 - querying microsoft sql server, redux, ipython, computer maintenance, security solutions, aws",3,0
657801,"python, c, c++, programming, perl, lead developer, php",16,1
652170,"python, wordpress, english, html, web development, css, windows, svn, apache, firewall, unix, portuguese, mysql, tcp/ip, copywriting, internet of things, pascal, team management, linux servers administration, it support technician, network administration, linux, spanish - mother tongue, network protocols, customer service, unix shell scripting, amazon ec2, git, aws",15,3
660614,"android, javascript, python, c++, html5, soap, node.js, test planning and test script, jira, bash script, react.js, oracle db, quality assurance, shell script, data warehouse, selenium, qa, protractor, uft, hp quality center, test automation, bdd - behavior-driven development, test-driven development (tdd), agile & waterfall methodologies, angular, automated testing, java, react native, automation anywhere",5,3
644999,"python, html, postgresql, crystal reports, visual basic, mysql, communication, microsoft access, work well under pressure, microsoft offices packages, php",16,0
681244,"javascript, spring, jboss eap/wildfly and jboss as, testing, json, postgresql, jsp, hibernate, soap, xml, spring mvc, bitbucket, junit, web services, maven, struts, groovy, jira, jenkins, devops, subversion (tortoisesvn), rest api, microservices, jdbc, continuos deployment, bea weblogic, gradle, apache tomcat, experience with middleware pi, jsp and servlets, full stack, apache maven, ajax, backend development, eclipse, angular, java, jquery, git",7,3
654430,"sql server, scrum, xml, oracle db, r programming, Big Data, hadoop, pmp, hbase, java",15,0
667767,"pl/sql, sql and oracle pl/sql developer, hadoop, informatica power center, unix shell scripting",11,0
643789,"microsoft office, agile, leadership, communication, project management professional, pmp, scrum master, product owner, quick learner, quality control, organizational skills, project management, respectful, delivery processes",8,3
661722,"xml, jira, computer engineer, ariba cloud integration, telecommunication, ibm rational clear case, adobe marketing cloud, application lifecycle management, amanda, budgeting, training & mentoring",11,0
638470,"sql server, scrum, javascript, uml, c, c++, mvc, html5, my sql, product owner, use case, c#, requirements analysis, .net",10,0
679378,"groovy, docker, jenkins, devops, soa, oracle service bus, microservices, e-commerce, go lang, leadership, redis, cloud computing, elasticsearch, rds, dynamo db, ec2, kubernetes, project coordination, ci/cd automation, aws, terraform, google cloud, bucket, s3, sns, sqs, route53, lambda, terragrunt",8,3
681338,"javascript, java platform",0,0
678457,"html5, postgresql, css3, node.js, react.js, express.js, communication, team player, saas, code climate, postman, stakeholder management, php, git",0,0
668191,"sql, javascript, python, node.js, windows, oop, github, databases, algorithms, data structures, web applications, linux, php",3,2
661812,"javascript, css3, node.js, c#, .net visual basic, angular, jquery",5,3
651269,"javascript, wordpress, laravel, html5, bootstrap, css3, pdo, vue.js, my sql, drupal, joomla, linux servers administration, jquery ui, bootstrap templates, angular, php, jquery, .net",5,3
645288,"adobe illustrator, training & mentoring",8,0
636444,"mba, switching, it operations, adobe marketing cloud, afnetworking, training & mentoring",15,0
658617,"javascript, html5, swift, css3, react.js, front end, zsh, mobile application development, java, git",5,0
663570,"javascript, c, mvc, html5, xml, visual basic, web api, infrastructure, team leadership, itil foundation certified, team management, c#, web applications, project management, java",3,3
673799,"node.js, docker, jenkins, devops, prototype, react.js, apache solr, ember.js, e-commerce, db2, b2c, b2b, ibm websphere, polymer, elasticsearch, bea weblogic, android api, dojo, symphony, django rest, experience with middleware pi, architectural patterns, training & mentoring, java, .net",16,3
658590,"javascript, html5, css3, ux, ui, prototype, sketch, invision, visual design, adobe xd, photoshop",3,2
678039,"android, python, spring, hibernate, ejb, jboss, j2ee, jenkins, spring boot, rest api, spring security, my sql, microservices, software architecture, open source, spring jdbc, oauth2, spring jpa, spring cloud, amazon ec2, angular, java, aws",3,3
657934,"python, c, computer science, algorithms, latex, scientific computing, social computing",2,0
663748,"android, sql, sql server, javascript, html, swift, ios, css, node.js, mongodb, xd, asp, sass, devops, ux, ui, sketch, rest api, xamarin, scss, nginx, vue.js, mysql, typescript, redis, architecture, webpack, lambda expressions, oauth2, kotlin, linux servers administration, ftp, c#, ssh, websockets, ec2, angular, php, java, jquery, git, aws, .net",6,3
681959,"azure, itil foundation certified, help desk support, network administration, ccna knowleges",8,0
653247,"ruby on rails, docker, elasticsearch, secure coding, git",4,0
635618,"branding, adobe illustrator, adobe indesign, pages, keynote, microsoft powerpoint, microsoft word, design thinking, photoshop",5,4
647919,"c, data center, natural, easy learning",6,0
681814,"azure, sql, javascript, react.js, c#, .net",6,3
673459,"azure, sql, sql server, scrum, sass, docker, ansible, jenkins, devops, kanban, agile project management, rest api, shell script, continuous integration, cloud computing, api, etl, finance, test automation, it governance, scrum, xp, lean, sonarqube, puppet, ssis, banking, linux, relational database, ci/cd automation, git",13,3
638010,"sql, wordpress, c, unity 2d, java",6,0
664962,"sql, sql server, microsoft office, english, windows, xml, java se, ftp, java",5,0
639951,"mysql, entity framework, ado.net, c#, java",2,4
641069,"android, exchange server multi-tenant, adobe marketing cloud, conversion rate optimization, delphi for ios, access -  vba, forecasting, image segmentation",10,0
669173,"sql, ruby on rails, javascript, html5, css3, pl/sql, .net",4,3
672110,"android, spring, spring boot, spring data, typescript, spring jdbc, spark, spark-sql, angular, java",5,3
664542,"android, sql, sql server, javascript, active directory, oop, web api, iis, databases, agile methodologies, xamarin, mysql, tfs, leadership, mobile development, isa server, backup tools, exchange server multi-tenant, vpn, cisco technologies, entity framework, server administration, c#, xamarin forms, scrum fundamentals certified credential, ASP.Net Core, object oriented design, windows administration, network administration, symantec endpoint, asp.net ajax control toolkit, android studio, java, .net",15,3
644039,"javascript, html5, css3, node.js, react.js, redux, git, react native",6,0
666123,"android, node.js, react.js, go lang, ASP.Net MVC, ASP.Net Core, java, .net",3,0
654693,"scrum, javascript, python, wordpress, laravel, html5, bootstrap, css3, sass, mac os, sketch, adobe creative suite softwares, linux, design user experience, php, git, react native, webflow",7,4
659169,"android, clean architecture, sqlite, kotlin, android framework, mvp, java, rxjava, coroutines",3,2
679845,"javascript, wordpress, html5, bootstrap, css3, node.js, mongodb, devops, react.js, rest api, my sql, es2015, firebase, heroku, progressive web apps, es7, auth0, project management, php, java",4,4
636241,"azure, javascript, spring, primefaces, html5, postgresql, jsf, jsp, hibernate, jpa, node.js, mongodb, jboss, tomcat, docker, vagrant, oracle db, soa, spring boot, nginx, resteasy, my sql, jersey, google app engine, cdi, dc/os, angular, java, aws",12,0
653598,"sql server, javascript, wcf, html5, wpf, mongodb, visual basic, visual studio, web services, web api, react.js, rest api, ASP.Net MVC, typescript, devexpress, entity framework, uwp, redux, c#, visual studio code, ASP.Net Core, ecmascript, java, .net",7,0
667009,"research, gis, communication, presentation",9,0
678160,"ruby on rails, postgresql, java, git",4,3
666408,"postgresql, node.js, mongodb, j2ee, react.js, oracle db, Big Data, spring boot, mysql, microservices, cassandra, heroku, machine learning, apache activemq, iot, nosql databases, salesforce.com, apache kafka, spring cloud, angular, java, aws",4,3
659337,"android, python, postgresql, digital, grails, jira, computer engineer, qa director certified, adobe flash, usability testing, bugzilla, cucumber, sdlc audit, bemcss, application lifecycle management, delphi for ios, security solutions",5,0
679634,"sql, python, tableau, malware analysis, nlp, algorithms, django - beginner, scikit-learn, weka, ms excel, neural networks, pandas, tensorflow",4,0
603895,"sql, javascript, html5, css3, node.js, heroku, c#, git, react native",16,3
642869,"sql server, javascript, python, html, swift, ios, windows server, windows, excel, visual studio, objective-c, sharepoint, rest api, vba, api, heroku, machine learning, cisco technologies, ceh, blockchain technologies, xcode, c#, access, linux, solidity",6,3
680232,"sql, python, spring, c++, agile, kanban, django, scikit-learn, tensorflow, java",4,0
681013,"ruby on rails, javascript, c++, research, react.js, rest api, software architecture, it management, redux, project management, react native",8,3
663633,"javascript, html, vue.js, knockoutjs, c#, handlebars, angular, jquery",8,3
667823,"pl/sql, oracle application-plsql, oracle ebs consultant, oracle e-business suite, oracle forms, oracle reports",2,3
665097,"android, javascript, python, uml, c, c++, hardware design, html5, pl/sql, arduino, node.js, svn, react.js, shell script, cvs, embedded devices, arm, linux kernel, c#, firmware development, ecmascript, linux, embedded linux, java, git",9,0
679506,"python, iso 27001, iso 27002, firewall, security awareness program, security controls, security and risk management, security assessment and testing, itil foundation certified, leadership, management of networks, information security, nessus, linux servers administration, cyber security, risk analisys, gdpr, openvas",0,0
676001,"javascript, docker, nosql databases, docker, netlify,, technical writing, nodejs",2,0
663259,react.js,0,0
667561,"postgresql, node.js, mongodb, typescript, redis, ajax, php",6,4
657248,"sql server, javascript, wordpress, c++, crm, soap, xml, visual basic, docker, sql and oracle pl/sql developer, front end, e-commerce, b2b, algorithms, c#, oracle soa suite, computer maintenance, siebel, ajax, database acces, eclipse, java, jquery",8,0
638896,"adobe indesign, ux, keynote, ilustrator, art direction, creative strategy, powerpoint, corel draw, photoshop",10,0
641767,"javascript, testing, html5, css3, test planning and test script, web design responsive, sharepoint, workflow, quality assurance of program codes, office 365, powershell, test automation, test case, c#, scrum fundamentals certified credential, power bi, json",9,2
655728,"data warehouse, antispam sms, teradata, continuos deployment, disaster recovery, algorithms, adobe marketing cloud, 70-461 - querying microsoft sql server, ipython, SNAP-sentinel application platform, image segmentation",6,0
671789,"sql, python, sass, data analysis, analytics, r programming, data science, hadoop, selenium, vba, machine learning, spark, hive, neural networks, data visualisation, tableau desktop",3,0
668848,"sql, ruby on rails, javascript, html5, bootstrap, css3, node.js, yii, mac os, react.js, responsive web design, rest api, ilustrator, webpack, redux, photoshop, graphql, php, java, jquery, git",4,0
673655,"sql, sql server, scrum, javascript, spring, uml, postgresql, hibernate, ejb, design patterns, xml, tomcat, struts, oracle db, programming, soa, databases, rest api, microservices, cassandra, nosql, osgi, couchdb, rup, linux, java",17,2
642031,"javascript, python, c++, microsoft office, html5, jsp, css3, visual studio, mpi, c#, fortran, jenkins - basic, java",15,0
665090,"sql server, javascript, oracle db, vba, teradata, c#, talend studio, ms excel, web applications, java",12,0
661973,"sql server, scrum, html5, crystal reports, visual studio, github, tfs, xaml, salesforce.com, c#, bootstrap - basic, silverlight 4, php, .net",6,0
642558,"scrum, mvc, wcf, design patterns, oop, software architecture, togaf, .net",14,0
661771,"javascript, python, laravel, c++, html5, node.js, mongodb, react.js, spring boot, microservices, express.js, flask, redux",4,3
638875,"android, swift, objective-c, firebase, pascal, kotlin, mvp, php, java",7,4
660790,"sql, javascript, mvc, wcf, html5, json, soap, pl/sql, xml, web services, web api, oracle db, soa, sharepoint, my sql, tfs, mcts: .net framework 4, web applications, entity framework, c#, scrum master certified, tsql, linq, ajax, angular, jquery, .net",12,0
670788,"sql, sql server, scrum, javascript, spring, weblogic, postgresql, jsf, jsp, hibernate, ejb, jpa, firebird, soap, gwt, xml, jboss application server, servlets, maven, jenkins, kanban, oracle db, jms, richfaces, sonar, ibm websphere, erwin, informix, jasper reports, swing, jquery",10,3
654646,"sql, ruby on rails, scrum, javascript, html5, bootstrap, json, css3, xml, oop, phonegap, cordova, gulp/grunt, actionscript 3, github, agile, react.js, c#, adobe suite, jquery ui, office suite integration, php, jquery",9,0
676404,"scrum, spring, weblogic, uml, iso, bootstrap, postgresql, jsf, jsp, hibernate, soap, itil, oop, spring mvc, j2ee, web services, software development, software engineering, ionic framework, kanban, oracle db, soa, databases, pmbok, agile methodologies, team leadership, front end, business intelligence, jstl, telecommunication, bea weblogic, teaching, corporate finance, project planning, apache tomcat, payments, oracle soa suite, django rest, rup, full stack, linux, database acces, java, jquery",12,0
662494,"sql, scrum, typescript, angular, java",11,0
669761,"testing, jsp, junit, j2ee, struts, computer engineer, jstl, sonar, ibm websphere, continuos deployment, algorithms, apache tomcat, payments, healthcare, jsp and servlets, apache maven, ajax, logistics, java",9,0
654224,"sql, javascript, laravel, bootstrap, css3, codeigniter, lamp, nginx, vue.js, webpack, git flow, php, jquery, git",7,0
647953,"sql, scrum, javascript, html5, postgresql, css3, delphi, node.js, mongodb, agile, docker, agile methodologies, rest api, my sql, typescript, express.js, redis, db2, postman, sequelize, rancher, angular, java, git, aws",6,3
635656,"javascript, laravel, mvc, html5, css3, node.js, socket.io, npm, vue.js, version controll, my sql, front end, mvc modeling, express.js, sublime text, backend development, php, git",8,0
636305,"android, javascript, spring, html, hibernate, jpa, css, mongodb, elasticsearch, test-driven development (tdd), angular, java",6,3
637927,"ruby on rails, javascript, python, postgresql, docker, devops, databases, django, go lang, cloud computing, flask, kubernetes, linux, aws",11,3
635118,"elixir, android, ruby on rails, scrum, javascript, python, html5, swift, ios, node.js, mongodb, software engineering, docker, jira, jenkins, react.js, rest api, my sql, go lang, express.js, sqlite, machine learning, ethereum, blockchain technologies, kotlin, sonarqube, full stack, graphql, java, git, react native, solidity",12,3
660467,"sql, sql server, scrum, javascript, uml, microsoft office, mvc, web development, crystal reports, design patterns, xml, asp, itil, web services, software development, react.js, oracle db, soa, agile methodologies, sharepoint, rest api, xamarin, continuous integration, ms project, api, nosql, microsoft project, erwin, informix, mobile applications, modeling, continuous delivery, ajax, linux, angular, java, jquery, .net",15,0
635308,"scrum, javascript, html, css, itil, visual studio, web services, agile methodologies, sharepoint, quality assurance, leadership, visio, ms project, communication, customer support, integration services, business analysis, customer experience, it service management, incident management, problem management, team player, application support, requirements analysis, project coordination, servicenow",10,4
671647,"sql server, javascript, python, c++, postgresql, crystal reports, mongodb, visual studio, docker, vagrant, oracle db, programming, hadoop, django, go lang, neo4j, heroku, perl, freebsd, tornado, jython, hbase, linux, php, java, git, aws",23,3
646392,"ruby on rails, javascript, html, bootstrap, css",0,0
672461,"javascript, node.js, php",2,0
662636,"javascript, html5, postgresql, css3, github, react.js, express.js, gitlab, redux, linux, git, react.js, express.js",3,0
679677,"javascript, node.js, react.js, vue.js, c#, ASP.Net Core, angular, aws, react native, asp.net mvc",4,0
651843,"sql, sql server, scrum, javascript, uml, mvc, html5, web development, visual basic, software development, web api, oracle db, tfs, windows phone, knockoutjs, mvvm, c#, test-driven development (tdd), mvc 4 & 5, windows mobile, angular, jquery, git, .net",9,0
654166,"javascript, laravel, vue.js, symphony, php",1,0
669194,"sql server, scrum, spring, weblogic, primefaces, postgresql, jsf, hibernate, design patterns, jboss, spring mvc, spring batch, junit, maven, agile, docker, jenkins, react.js, oracle db, spring boot, spring data, my sql, microservices, leadership, redis, ibm websphere, elasticsearch, integration services, apache camel, rabbit mq, spring integration, agile & waterfall methodologies, angular, java",13,3
670824,"android, wordpress, laravel, bootstrap, 3d studio max html5, typescript, ariba cloud integration, firebase, bemcss, computer maintenance, angular",5,3
643854,"azure, sql server, javascript, html, typescript, c#, ASP.Net Core, angular, .net, .net core",7,3
640094,"sql, scrum, javascript, uml, mvc, html5, bootstrap, postgresql, css3, node.js, oop, phonegap, sass, docker, responsive web design, rest api, ilustrator, my sql, typescript, sencha (extjs), nosql, ionic2, sequelize, photoshop, angular, php, jquery, git",9,0
679746,"spring, json, jsp, ejb, soap, digital, xml, j2ee, struts, docker, jira, jenkins, jee, subversion (tortoisesvn), jmeter, jms, microservices, jdbc, db2, architecture, cvs, ibm websphere, esb, estimation, enterprise integration patterns (eip), oauth2, jaxb, ldap, ssl, xslt, nosql databases, jaxp, apache tomcat, jprofiler, smartcard, jsp and servlets, apache maven, ajax, containerization, database acces, security solutions, eclipse, java",16,4
675667,"ux, oracle db, database design, logo design, illustration, digital paint, oracle apex - expert",4,4
653174,"swift, github, bitbucket, objective-c, jira, trello, rest api, gitlab, cocoapods, uikit, google maps api, ios design patterns",2,3
672637,"javascript, python, html5, react.js, django rest",5,4
675560,"html, bootstrap, web development, css, graphic, ux, user flows, responsive web design, user experience, user interface, information architecture, visual design, product design, personas, team management, photoshop",9,3
668388,"ruby on rails, scrum, javascript, postgresql, jira, agile methodologies, my sql, redis, api, git, aws",4,0
663798,"ios, mobile development",13,4
678358,"esxi vmware vsphere, oracle data integrator, computer engineer, symantec antispam, telecommunication, informatica power center, bemcss, adobe marketing cloud, apache tomcat, afnetworking, cisco asa, maintenance printers, security solutions",33,3
634882,"scrum, spring, hibernate 3 and 4, jsf, junit, maven, docker, jenkins, tomcat server, spring boot, rest api, spring data, guice, extjs, ant, websphere application server, gradle, jax-ws, java",11,2
665613,"node.js, mongodb, react.js, express.js, parse-server, graphql, git, aws",6,3
644665,"sql server, delphi, my sql, dba, php, java",6,0
679960,"azure, python, react.js, vue.js, django, software architecture, solr, angular, aws",6,4
644612,"javascript, wordpress, html5, css3, google analytics, adobe illustrator, adobe indesign, ux, wireframe, web standards, my sql, front end, adobe dreamweaver, adobe flash, joomla, magento, cms, photoshop, php, jquery",10,0
672825,"android, uml, soap, itil, prototype, front end, jade, architecture, pmp, budgetary management, android api, application lifecycle management, blogging, payments, delphi for ios, biometrics, computer maintenance, django rest, budgeting, maintenance printers, training & mentoring, computer vision",3,0
635523,"android, firewall, apple imac, symantec antispam, cisco certified networking associate, cisco wireless technologies, afnetworking, delphi for ios, bing maps api, basecamp, training & mentoring, eclipse",9,0
644584,"digital, itil, grails, dns, nginx, django, architecture, archlinux, cache, telecommunication, it operations, ssl, ipython, agile and kanban process, credit recovery, database acces",18,3
649031,"oracle db, sql and oracle pl/sql developer, itil v3 foundation, project management professional, microsoft dynamics, sql query, lean six sigma mindset",8,0
673065,"javascript, laravel, zend framework, c++, bootstrap, postgresql, docker, jira, jenkins, react.js, oracle db, spring boot, vue.js, my sql, c#, elm, angular, php, java, jquery, google cloud",11,2
659182,"tdd, sql, spring, hibernate, jpa, play framework, junit, maven, jenkins, oracle db, jee, spring boot, mariadb, jms, mysql, continuous integration, performance improvement of programs, apache camel, mockito, liquibase, gerrit, linux, java",5,4
666940,"sql server, uml, mvc, json, delphi, data modeling and systems analysis, design patterns, orm, rest api, c#, power bi, database administration",25,0
665378,"sql, english, erp, excel, analytics, software developer, abap, communication, cloud computing, solutions architecture, sap bpc, etl, presentation, sap certified consultant, sap bi/bo, sap abap developer certified, sap analysis for office, organizational skills",10,3
651986,"sql, javascript, html5, c#, ssrs, php, jquery, .net",10,0
641968,"laravel, c++, postgresql, visual basic, lamp, redux, sql query, fast learning, linux, php, react native",18,1
677928,"sql server, scrum, javascript, uml, postgresql, jsf, hibernate, ejb, junit, j2ee, oracle db, subversion (tortoisesvn), qlikview, oracle application-plsql, sonar, cassandra, bea weblogic, apache tomcat, apache maven, database acces, eclipse, java",7,2
656936,"english, japanese, portuguese, leadership, spanish, international projects, volunteer work, foreign trade, french",3,0
663757,"javascript, python, c for microcontroller, arduino, node.js, react.js, vue.js, express.js, fpga, php",3,0
669008,"sql server, javascript, mvc, wcf, html5, visual basic, rest api, front end, tfs, entity framework, c#, linq, git repository, full stack, ajax, backend development, angular, jquery, .net",9,0
666897,"sql, sql server, javascript, laravel, microsoft office, html5, web development, css3, windows, adobe indesign, apache, software development, databases, entrepreneurship, database design, joomla, web applications, linux, photoshop, database design, php, java",7,3
654974,"sql, javascript, node.js, react.js, backbone.js, selenium, webpack, redux, unit testing, flux, angular, java",8,4
670802,"microsoft office, delphi, xml, oop, svn, inno setup, redmine, delphi for android, tortoise",20,0
668527,"uml, microsoft office, testing, erp, windows server, windows, jira, dns, dhcp, data analysis, virtualization, databases, wan, ccna, selenium, data center, office 365, vpn, project management professional, it management, cisco technologies, business analysis, confluence, protractor, operating systems, it audit, it operations, team management, business process, routers, network administration, reports, requirements analysis, sdlc practices, stakeholder management, business strategy, sugar, aws",9,0
674252,"qlikview, sql development",6,0
644520,"javascript, html5, css3, node.js, mongodb, vue.js",5,0
640054,"sql, scrum, javascript, html5, css3, node.js, react.js, itil foundation certified, product launch: planning and execution, inbound marketing, product management, product owner, angular, php",6,3
661762,"tdd, sql server, scrum, javascript, c, html5, postgresql, node.js, mongodb, windows, jboss, tomcat, web services, clojure, oracle db, rest api, my sql, c#, dynamo db, intellij, linux, eclipse, angular, php, java, jquery",5,0
649150,"management, sales and client relationship, sales and client focus, easy learning, easer of working in a group, sales strategy",15,0
646485,"active directory, windows server, vmware, linux servers administration",12,0
681558,"python, devops, aws",2,0
648255,"android, scrum, javascript, html5, cordova, ionic framework, jira, bower, rest api, tfs, realm, xcode, jasper reports, google api's, java, git",8,4
645625,"sql, pmi, microsoft office, english, html5, windows, data analysis, pmbok, microsoft powerpoint, microsoft word, ms project, operating systems, microsoft project, microsoft excel, powerpoint, network administration, business strategy",12,3
671279,"dns, dhcp, google adwords, archlinux, ftp, computer maintenance",14,0
635671,"tdd, scrum, spring, weblogic, uml, hibernate, ejb, jpa, junit, jboss application server, web services, maven, sun certified java programmer, software development, jira, devops, oracle db, pmbok, agile methodologies, rest api, sonar, ms project, osgi, test-driven development (tdd), bamboo, swagger, java",7,3
643577,"javascript, python, arduino, mongodb, software development, docker, devops, data analysis, r programming, linux sysadmin, my sql, gitlab, drupal, redis, chef, raspberry pi, magento, scrum master, physics apis, product owner, Magento Developer, puppet, project management, php, git, aws",11,0
673103,"sql, javascript, soap, node.js, web services, docker, oracle db, agile methodologies, rest api, microservices, nosql, c#, queues, php, java, aws, .net",14,2
603898,"android, sql server, wordpress, html5, mongodb, web services, titanium, c#, angular, .net",9,0
659838,"sql, scrum, javascript, mvc, html, css, pl/sql, vue.js, c#, .net",3,3
669475,"javascript, c++, bootstrap, web development, unity 2d, css3, arduino, digital art, youtube content specialist, teaching, algorithms, iot, video editing, c#, game maker studio, unity3d - basic, logistics",6,0
676060,"sql server, scrum, javascript, spring, weblogic, html5, bootstrap, jsf, hibernate, css3, node.js, mongodb, cordova, svn, maven, docker, jenkins, react.js, rest api, sonar, heroku, jasper reports, wicket, bamboo, eclipse, angular, php, java, jquery, git",6,0
641208,"oracle db, informatica power center, sql development",15,0
649220,"subversion, test planning and test script, jira, ibm websphere, user acceptance testing, bugzilla, test management, test case, jboss 4.2 / 5 / 6, buildroot, requirements analysis",5,0
638264,"sql, sql server, javascript, uml, wcf, html5, visual basic, visual studio, software development, web api, oracle db, tfs, c#, visual studio code, linq, angular, jquery, .net",8,4
643073,"ruby on rails, sql server, scrum, javascript, python, pmi, vmware, django, hyper-v, project management professional, informix, c#, puppet, angular, java, aws, .net",8,0
655340,"sql, python, c, c++, html5, r programming, statistics, matlab, java, git",4,3
680718,"android, sql server, wordpress, html5, jquery mobile, visual studio, software developer, my sql, c#, php, jquery",12,3
638052,"ruby on rails, sql server, nhibernate, html5, postgresql, css3, delphi, oracle db, db2, cobol, c#, php, java",7,0
680290,"android, tdd, ruby on rails, scrum, jira, express.js, firebase, android api, kotlin, rxandroid, android framework, retrofit, unit testing, git flow, java, git",4,0
652571,"sql, python, web development, software development, oracle db, artificial intelligence, project lead, opencv, machine learning, iot, network administration, linux, tensorflow, php, computer vision, keras, deep learning",7,0
637612,"javascript, primefaces, jsf, hibernate, ejb, jboss, svn, junit, j2ee, react.js, memcached, rest api, jms, my sql, jdbc, cdi, wildfly, jfreechart, jax-rs, sonarqube, websockets, swagger, amazon ec2, java, jquery, git, aws",8,0
676844,"javascript, html5, css3, software development, agile, react.js, rest api, software developer, front end, graphql, git, react native",3,3
677011,"javascript, spring, html5, postgresql, css3, node.js, less / sass, web services, agile, docker, react.js, oracle db, spring boot, vue.js, angular, java, aws",3,3
677814,"javascript, html, css, ux, react.js, angular",6,0
654799,"tdd, ddd, javascript, spring, node.js, mongodb, maven, agile, docker, oracle db, bdd - behavior-driven development, java",9,0
